,order,question_raw,question_theme,question_coded,response,question_text,reworded,survey_text,menu_text,multi_cat,multi_binary,question_coded_gen,survey_text_gen,response_of_interest,heading,question_response,polarity,rotation,question_type,year
644,63.2,Q15140168.2,Bullying,bullied,Yes,have ever been bullied or picked on,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Have you ever been bullied or picked on?,Has been bullied or picked on,FALSE,TRUE,bullied,Please describe your experiences with bullying.,TRUE,Bullying,Bullied/picked on,RAG - Low is good,0,Lengthy,2024
645,63.2,Q15140168.2,Bullying,bullied,No,have ever been bullied or picked on,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Have you ever been bullied or picked on?,Has been bullied or picked on,FALSE,TRUE,bullied,Please describe your experiences with bullying.,FALSE,Bullying,NA,NA,0,Lengthy,2024
646,63.3,Q15140168.3,Bullying,bullied_none,No,have no experiences with bullying,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Have you bullied someone or have been bullied?,Has not bullied/been bullied,FALSE,TRUE,bullied,Please describe your experiences with bullying.,FALSE,Bullying,NA,NA,0,Lengthy,2024
647,63.3,Q15140168.3,Bullying,bullied_none,Yes,have no experiences with bullying,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Have you bullied someone or have been bullied?,Has not bullied/been bullied,FALSE,TRUE,bullied,Please describe your experiences with bullying.,FALSE,Bullying,NA,NA,0,Lengthy,2024
648,63.4,Q15140168.4,Bullying,bullied_prefer_not_say,No,would prefer not to respond about their experiences with bullying,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,NA,Prefer not to say,FALSE,TRUE,bullied,Please describe your experiences with bullying.,FALSE,Bullying,NA,NA,0,Lengthy,2024
649,63.4,Q15140168.4,Bullying,bullied_prefer_not_say,Yes,would prefer not to respond about their experiences with bullying,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,NA,Prefer not to say,FALSE,TRUE,bullied,Please describe your experiences with bullying.,FALSE,Bullying,NA,NA,0,Lengthy,2024
650,64,Q8978251,Bullying,bullied_currently,Yes,are currently being bullied or picked on,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Are you currently being bullied or picked on?,Is being bullied currently,FALSE,FALSE,bullied,Are you currently being bullied or picked on?,TRUE,Currently being bullied,Currently being bullied,NA,0,Simple,2024
651,64,Q8978251,Bullying,bullied_currently,No,are currently being bullied or picked on,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Are you currently being bullied or picked on?,Is being bullied currently,FALSE,FALSE,bullied,Are you currently being bullied or picked on?,FALSE,Currently being bullied,NA,NA,0,Simple,2024
652,64,Q8978251,Bullying,bullied_currently,Prefer not to say,are currently being bullied or picked on,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Are you currently being bullied or picked on?,Is being bullied currently,FALSE,FALSE,bullied,Are you currently being bullied or picked on?,FALSE,Currently being bullied,NA,NA,0,Simple,2024
653,65,Q8978252,Bullying,bullied_school,Yes,they have been bullied at school,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if <b>%s<b> was %s %s students (%s).,Have you been bullied at school?,Has been bullied at school,FALSE,TRUE,bullied_place,Where have you been bullied or picked on? (If they had been bullied before.),TRUE,Where they were bullied,Bullied at school,NA,0,Simple,2024
654,65,Q8978252,Bullying,bullied_school,No,they have been bullied at school,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if <b>%s<b> was %s %s students (%s).,Have you been bullied at school?,Has been bullied at school,FALSE,TRUE,bullied_place,Where have you been bullied or picked on? (If they had been bullied before.),FALSE,Where they were bullied,NA,NA,0,Simple,2024
655,65.2,Q8978252.2,Bullying,bullied_outschool,Yes,they have been bullied somewhere other than school,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if <b>%s<b> was %s %s students (%s).,Have you been bullied somewhere other than school?,Has been bullied somewhere other than school,FALSE,TRUE,bullied_place,Where have you been bullied or picked on? (If they had been bullied before.),TRUE,Where they were bullied,Bullied at somewhere other than school,NA,0,Simple,2024
656,65.2,Q8978252.2,Bullying,bullied_outschool,No,they have been bullied somewhere other than school,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if <b>%s<b> was %s %s students (%s).,Have you been bullied somewhere other than school?,Has been bullied somewhere other than school,FALSE,TRUE,bullied_place,Where have you been bullied or picked on? (If they had been bullied before.),FALSE,Where they were bullied,NA,NA,0,Simple,2024
657,65.3,Q8978252.3,Bullying,bullied_internet,Yes,they have been bullied online,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if <b>%s<b> was %s %s students (%s).,Have you been bullied online?,Has been bullied online,FALSE,TRUE,bullied_place,Where have you been bullied or picked on? (If they had been bullied before.),TRUE,Where they were bullied,Bullied online,NA,0,Simple,2024
658,65.3,Q8978252.3,Bullying,bullied_internet,No,they have been bullied online,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if <b>%s<b> was %s %s students (%s).,Have you been bullied online?,Has been bullied online,FALSE,TRUE,bullied_place,Where have you been bullied or picked on? (If they had been bullied before.),FALSE,Where they were bullied,NA,NA,0,Simple,2024
659,66,Q8978253,Safety,safety_dark,Unsafe,going out after dark,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked to rate how safe they felt when <b>%s</b> was %s %s students (%s).,Rate how safe you feel when going out after dark,going out after dark,TRUE,FALSE,safety,Rate how safe you feel when<U+0085>,TRUE,Feeling safe,Feels unsafe going out after dark,RAG - Low is good,0,Grid,2024
660,66,Q8978253,Safety,safety_dark,Neither safe or unsafe,going out after dark,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked to rate how safe they felt when <b>%s</b> was %s %s students (%s).,Rate how safe you feel when going out after dark,going out after dark,TRUE,FALSE,safety,Rate how safe you feel when<U+0085>,FALSE,Feeling safe,NA,NA,0,Grid,2024
661,66,Q8978253,Safety,safety_dark,Safe,going out after dark,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked to rate how safe they felt when <b>%s</b> was %s %s students (%s).,Rate how safe you feel when going out after dark,going out after dark,TRUE,FALSE,safety,Rate how safe you feel when<U+0085>,FALSE,Feeling safe,NA,NA,0,Grid,2024
662,66.2,Q8978253.2,Safety,safety_day,Unsafe,going out during the day,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked to rate how safe they felt when <b>%s</b> was %s %s students (%s).,Rate how safe you feel going out during the day,going out during the day,TRUE,FALSE,safety,Rate how safe you feel when<U+0085>,TRUE,Feeling safe,Feels unsafe going during the day,RAG - Low is good,0,Grid,2024
663,66.2,Q8978253.2,Safety,safety_day,Neither safe or unsafe,going out during the day,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked to rate how safe they felt when <b>%s</b> was %s %s students (%s).,Rate how safe you feel going out during the day,going out during the day,TRUE,FALSE,safety,Rate how safe you feel when<U+0085>,FALSE,Feeling safe,NA,NA,0,Grid,2024
664,66.2,Q8978253.2,Safety,safety_day,Safe,going out during the day,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked to rate how safe they felt when <b>%s</b> was %s %s students (%s).,Rate how safe you feel going out during the day,going out during the day,TRUE,FALSE,safety,Rate how safe you feel when<U+0085>,FALSE,Feeling safe,NA,NA,0,Grid,2024
665,66.3,Q8978253.3,Safety,safety_school,Unsafe,at school,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked to rate how safe they felt when <b>%s</b> was %s %s students (%s).,Rate how safe you feel when at school,they are at school,TRUE,FALSE,safety,Rate how safe you feel when<U+0085>,TRUE,Feeling safe,Feels unsafe at school,NA,0,Grid,2024
666,66.3,Q8978253.3,Safety,safety_school,Neither safe or unsafe,at school,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked to rate how safe they felt when <b>%s</b> was %s %s students (%s).,Rate how safe you feel when at school,they are at school,TRUE,FALSE,safety,Rate how safe you feel when<U+0085>,FALSE,Feeling safe,NA,NA,0,Grid,2024
667,66.3,Q8978253.3,Safety,safety_school,Safe,at school,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked to rate how safe they felt when <b>%s</b> was %s %s students (%s).,Rate how safe you feel when at school,they are at school,TRUE,FALSE,safety,Rate how safe you feel when<U+0085>,FALSE,Feeling safe,NA,NA,0,Grid,2024
668,66.4,Q8978253.4,Safety,safety_journey,Unsafe,going to and from school,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked to rate how safe they felt when <b>%s</b> was %s %s students (%s).,Rate how safe you feel when going to and from school,going to and from school,TRUE,FALSE,safety,Rate how safe you feel when<U+0085>,TRUE,Feeling safe,Feels unsafe going to and from school,NA,0,Grid,2024
669,66.4,Q8978253.4,Safety,safety_journey,Neither safe or unsafe,going to and from school,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked to rate how safe they felt when <b>%s</b> was %s %s students (%s).,Rate how safe you feel when going to and from school,going to and from school,TRUE,FALSE,safety,Rate how safe you feel when<U+0085>,FALSE,Feeling safe,NA,NA,0,Grid,2024
670,66.4,Q8978253.4,Safety,safety_journey,Safe,going to and from school,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked to rate how safe they felt when <b>%s</b> was %s %s students (%s).,Rate how safe you feel when going to and from school,going to and from school,TRUE,FALSE,safety,Rate how safe you feel when<U+0085>,FALSE,Feeling safe,NA,NA,0,Grid,2024
671,67,Q8978254,Safety,violence_involved,No,have been involved in a violent incident in the past year,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,In the past year have you been involved in a violent incident?,NA,FALSE,FALSE,violence_involved,In the past year have you been involved in a violent incident?,FALSE,Violent incident,NA,NA,0,Simple,2024
672,67,Q8978254,Safety,violence_involved,Prefer not to say,have been involved in a violent incident in the past year,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,In the past year have you been involved in a violent incident?,NA,FALSE,FALSE,violence_involved,In the past year have you been involved in a violent incident?,FALSE,Violent incident,NA,NA,0,Simple,2024
673,67,Q8978254,Safety,violence_involved,"Yes, but I wasnt the victim",have been involved in a violent incident in the past year,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,In the past year have you been involved in a violent incident?,NA,FALSE,FALSE,violence_involved,In the past year have you been involved in a violent incident?,FALSE,Violent incident,NA,NA,0,Simple,2024
674,67,Q8978254,Safety,violence_involved,"Yes, I was the victim",have been involved in a violent incident in the past year,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,In the past year have you been involved in a violent incident?,NA,FALSE,FALSE,violence_involved,In the past year have you been involved in a violent incident?,TRUE,Violent incident,Was the victim of a violent incident,RAG - Low is good,0,Simple,2024
675,68,Q8978255,Safety,violence_weapon_involved,No,have been involved in a violent incident where a weapon was used or threatened in the past year,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,In the past year have you been involved in a violent incident where a weapon was used or threatened?,NA,FALSE,FALSE,violence_weapon_involved,In the past year have you been involved in a violent incident where a weapon was used or threatened?,FALSE,Violent incident involving a weapon,NA,NA,0,Simple,2024
676,68,Q8978255,Safety,violence_weapon_involved,Prefer not to say,have been involved in a violent incident where a weapon was used or threatened in the past year,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,In the past year have you been involved in a violent incident where a weapon was used or threatened?,NA,FALSE,FALSE,violence_weapon_involved,In the past year have you been involved in a violent incident where a weapon was used or threatened?,FALSE,Violent incident involving a weapon,NA,NA,0,Simple,2024
677,68,Q8978255,Safety,violence_weapon_involved,"Yes, but I wasnt the victim",have been involved in a violent incident where a weapon was used or threatened in the past year,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,In the past year have you been involved in a violent incident where a weapon was used or threatened?,NA,FALSE,FALSE,violence_weapon_involved,In the past year have you been involved in a violent incident where a weapon was used or threatened?,FALSE,Violent incident involving a weapon,NA,NA,0,Simple,2024
678,68,Q8978255,Safety,violence_weapon_involved,"Yes, I was the victim",have been involved in a violent incident where a weapon was used or threatened in the past year,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,In the past year have you been involved in a violent incident where a weapon was used or threatened?,NA,FALSE,FALSE,violence_weapon_involved,In the past year have you been involved in a violent incident where a weapon was used or threatened?,TRUE,Violent incident involving a weapon,Was the victim of a violent incident involving a weapon,NA,0,Simple,2024
679,69,Q8978256,Safety,carry_protection,Never,carry weapons for protection when going out,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Do you carry weapons for protection when going out?,"Dos bullied or picked on someone else""",FALSE,FALSE,carry_protection,Do you carry weapons for protection when going out?,FALSE,Carrying weapons for protection,NA,NA,0,Simple,2024
680,69,Q8978256,Safety,carry_protection,Prefer not to say,carry weapons for protection when going out,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Do you carry weapons for protection when going out?,"Dos bullied or picked on someone else""",FALSE,FALSE,carry_protection,Do you carry weapons for protection when going out?,FALSE,Carrying weapons for protection,NA,NA,0,Simple,2024
681,69,Q8978256,Safety,carry_protection,Sometimes,carry weapons for protection when going out,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Do you carry weapons for protection when going out?,"Dos bullied or picked on someone else""",FALSE,FALSE,carry_protection,Do you carry weapons for protection when going out?,FALSE,Carrying weapons for protection,NA,NA,0,Simple,2024
682,69,Q8978256,Safety,carry_protection,Usually,carry weapons for protection when going out,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Do you carry weapons for protection when going out?,Has bullied or picked on someone else,FALSE,FALSE,carry_protection,Do you carry weapons for protection when going out?,TRUE,Carrying weapons for protection,Usually carries weapons for protection when going out,NA,0,Simple,2024
683,70,Q8978257,Safety,carry_protection_other,Yes,know anyone who carries a weapons for protection when going out,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Does anyone you know carry weapons for protection when going out?,NA,FALSE,FALSE,carry_protection_other,Does anyone you know carry weapons for protection when going out?,TRUE,Knowing anyone who carries weapons for protection,Knowing anyone who carries weapons for protection,NA,0,Simple,2024
684,70,Q8978257,Safety,carry_protection_other,Dont know,know anyone who carries a weapons for protection when going out,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Does anyone you know carry weapons for protection when going out?,NA,FALSE,FALSE,carry_protection_other,Does anyone you know carry weapons for protection when going out?,FALSE,Knowing anyone who carries weapons for protection,NA,NA,0,Simple,2024
685,70,Q8978257,Safety,carry_protection_other,No,know anyone who carries a weapons for protection when going out,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Does anyone you know carry weapons for protection when going out?,NA,FALSE,FALSE,carry_protection_other,Does anyone you know carry weapons for protection when going out?,FALSE,Knowing anyone who carries weapons for protection,NA,NA,0,Simple,2024
686,70,Q8978257,Safety,carry_protection_other,Prefer not to say,know anyone who carries a weapons for protection when going out,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Does anyone you know carry weapons for protection when going out?,NA,FALSE,FALSE,carry_protection_other,Does anyone you know carry weapons for protection when going out?,FALSE,Knowing anyone who carries weapons for protection,NA,NA,0,Simple,2024
687,71,Q8978258,Safety,home_shouting,No,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Have you ever been frightened by any shouting and arguing between adults or older siblings at home in the last month?,NA,FALSE,FALSE,home_shouting,Have you ever been frightened by any shouting and arguing between adults or older siblings at home in the last month?,FALSE,Shouting/arguing at home,NA,NA,0,Mental Calculation,2024
688,71,Q8978258,Safety,home_shouting,Once or twice,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Have you ever been frightened by any shouting and arguing between adults or older siblings at home in the last month?,NA,FALSE,FALSE,home_shouting,Have you ever been frightened by any shouting and arguing between adults or older siblings at home in the last month?,FALSE,Shouting/arguing at home,NA,NA,0,Mental Calculation,2024
689,71,Q8978258,Safety,home_shouting,Prefer not to say,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Have you ever been frightened by any shouting and arguing between adults or older siblings at home in the last month?,NA,FALSE,FALSE,home_shouting,Have you ever been frightened by any shouting and arguing between adults or older siblings at home in the last month?,FALSE,Shouting/arguing at home,NA,NA,0,Mental Calculation,2024
690,71,Q8978258,Safety,home_shouting,Most days/Every day,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Have you ever been frightened by any shouting and arguing between adults or older siblings at home in the last month?,NA,FALSE,FALSE,home_shouting,Have you ever been frightened by any shouting and arguing between adults or older siblings at home in the last month?,TRUE,Shouting/arguing at home,Shouting/arguing at home most days/every day,RAG - Low is good,0,Mental Calculation,2024
691,71,Q8978258,Safety,home_shouting,Once a week,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>%s</b> was %s %s students (%s).,Have you ever been frightened by any shouting and arguing between adults or older siblings at home in the last month?,NA,FALSE,FALSE,home_shouting,Have you ever been frightened by any shouting and arguing between adults or older siblings at home in the last month?,TRUE,Shouting/arguing at home,Shouting/arguing at home once a week,NA,0,Mental Calculation,2024
692,72,Q8978259,Safety,home_violence,Most days/Every day,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",The proportion of %s students who responded with <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,"Has there been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month?","""Has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month""",FALSE,FALSE,home_violence,"Has there been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month?",TRUE,Domestic violence,Domestic violence most days/every day,RAG - Low is good,0,Mental Calculation,2024
693,72,Q8978259,Safety,home_violence,Once a week,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",The proportion of %s students who responded with <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,"Has there been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month?","""Has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month""",FALSE,FALSE,home_violence,"Has there been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month?",TRUE,Domestic violence,Domestic violence once a week,NA,0,Mental Calculation,2024
694,72,Q8978259,Safety,home_violence,No,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",The proportion of %s students who responded with <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,"Has there been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month?","""Has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month""",FALSE,FALSE,home_violence,"Has there been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month?",FALSE,Domestic violence,NA,NA,0,Mental Calculation,2024
695,72,Q8978259,Safety,home_violence,Once or twice,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",The proportion of %s students who responded with <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,"Has there been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month?","""Has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month""",FALSE,FALSE,home_violence,"Has there been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month?",FALSE,Domestic violence,NA,NA,0,Mental Calculation,2024
696,72,Q8978259,Safety,home_violence,Prefer not to say,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",The proportion of %s students who responded with <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,"Has there been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month?","""Has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month""",FALSE,FALSE,home_violence,"Has there been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month?",FALSE,Domestic violence,NA,NA,0,Mental Calculation,2024
697,73,Q8978263,Education,skipschool_illness,No,illness/injury unrelated to COVID-19,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they missed school due to <b>%s<b> was %s %s students (%s).,In the last year theyve taken time off school due to illness/injury unrelated to COVID-19,illness/injury unrelated to COVID-19,FALSE,TRUE,skipschool,In the last year have you taken any time off from school for any of the reasons below?,FALSE,Taking time off from school,NA,NA,0,Lengthy,2024
698,73,Q8978263,Education,skipschool_illness,Yes,illness/injury unrelated to COVID-19,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they missed school due to <b>%s<b> was %s %s students (%s).,In the last year theyve taken time off school due to illness/injury unrelated to COVID-19,illness/injury unrelated to COVID-19,FALSE,TRUE,skipschool,In the last year have you taken any time off from school for any of the reasons below?,TRUE,Taking time off from school,Took time off school due to illness/injury unrelated to COVID-19,NA,0,Lengthy,2024
699,73.2,Q8978263.2,Education,skipschool_care,No,caring for family,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they missed school due to <b>%s<b> was %s %s students (%s).,In the last year theyve taken time off school due to caring for family,caring for family,FALSE,TRUE,skipschool,In the last year have you taken any time off from school for any of the reasons below?,FALSE,Taking time off from school,NA,NA,0,Lengthy,2024
700,73.2,Q8978263.2,Education,skipschool_care,Yes,caring for family,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they missed school due to <b>%s<b> was %s %s students (%s).,In the last year theyve taken time off school due to caring for family,caring for family,FALSE,TRUE,skipschool,In the last year have you taken any time off from school for any of the reasons below?,TRUE,Taking time off from school,Took time off school due to caring for family,NA,0,Lengthy,2024
701,73.3,Q8978263.3,Education,skipschool_appointments,No,medical/dental appointments,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they missed school due to <b>%s<b> was %s %s students (%s).,In the last year theyve taken time off school due to medical/dental appointments,medical/dental appointments,FALSE,TRUE,skipschool,In the last year have you taken any time off from school for any of the reasons below?,FALSE,Taking time off from school,NA,NA,0,Lengthy,2024
702,73.3,Q8978263.3,Education,skipschool_appointments,Yes,medical/dental appointments,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they missed school due to <b>%s<b> was %s %s students (%s).,In the last year theyve taken time off school due to medical/dental appointments,medical/dental appointments,FALSE,TRUE,skipschool,In the last year have you taken any time off from school for any of the reasons below?,TRUE,Taking time off from school,Took time off school due to medical/dental appointments,NA,0,Lengthy,2024
703,73.4,Q8978263.4,Education,skipschool_trips,No,holiday,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they missed school due to <b>%s<b> was %s %s students (%s).,In the last year theyve taken time off school due to holiday,holiday,FALSE,TRUE,skipschool,In the last year have you taken any time off from school for any of the reasons below?,FALSE,Taking time off from school,NA,NA,0,Lengthy,2024
704,73.4,Q8978263.4,Education,skipschool_trips,Yes,holiday,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they missed school due to <b>%s<b> was %s %s students (%s).,In the last year theyve taken time off school due to holiday,holiday,FALSE,TRUE,skipschool,In the last year have you taken any time off from school for any of the reasons below?,TRUE,Taking time off from school,Took time off school due to holidays,NA,0,Lengthy,2024
705,73.5,Q8978263.5,Education,skipschool_worriesschool,No,worries about schoolwork,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they missed school due to <b>%s<b> was %s %s students (%s).,In the last year theyve taken time off school due to worries about schoolwork,worries about schoolwork,FALSE,TRUE,skipschool,In the last year have you taken any time off from school for any of the reasons below?,FALSE,Taking time off from school,NA,NA,0,Lengthy,2024
706,73.5,Q8978263.5,Education,skipschool_worriesschool,Yes,worries about schoolwork,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they missed school due to <b>%s<b> was %s %s students (%s).,In the last year theyve taken time off school due to worries about schoolwork,worries about schoolwork,FALSE,TRUE,skipschool,In the last year have you taken any time off from school for any of the reasons below?,TRUE,Taking time off from school,Took time off school due to worries about schoolwork,NA,0,Lengthy,2024
707,73.6,Q8978263.6,Education,skipschool_worriesbully,No,bullying,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they missed school due to <b>%s<b> was %s %s students (%s).,In the last year theyve taken time off school due to bullying,bullying,FALSE,TRUE,skipschool,In the last year have you taken any time off from school for any of the reasons below?,FALSE,Taking time off from school,NA,NA,0,Lengthy,2024
708,73.6,Q8978263.6,Education,skipschool_worriesbully,Yes,bullying,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they missed school due to <b>%s<b> was %s %s students (%s).,In the last year theyve taken time off school due to bullying,bullying,FALSE,TRUE,skipschool,In the last year have you taken any time off from school for any of the reasons below?,TRUE,Taking time off from school,Took time off school due to bullying,NA,0,Lengthy,2024
709,73.7,Q8978263.8,Education,skipschool_mentalhealth,No,mental health reasons,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they missed school due to <b>%s<b> was %s %s students (%s).,In the last year theyve taken time off school due to mental health reasons,mental health reasons,FALSE,TRUE,skipschool,In the last year have you taken any time off from school for any of the reasons below?,FALSE,Taking time off from school,NA,NA,0,Lengthy,2024
710,73.7,Q8978263.8,Education,skipschool_mentalhealth,Yes,mental health reasons,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they missed school due to <b>%s<b> was %s %s students (%s).,In the last year theyve taken time off school due to mental health reasons,mental health reasons,FALSE,TRUE,skipschool,In the last year have you taken any time off from school for any of the reasons below?,TRUE,Taking time off from school,Took time off school due to mental health,NA,0,Lengthy,2024
711,73.8,Q8978263.9,Education,skipschool_na,No,other reasons,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if it was <b>%s<b> was %s %s students (%s).,In the last year theyve taken time off school due to other reasons,other reasons,FALSE,TRUE,skipschool,In the last year have you taken any time off from school for any of the reasons below?,FALSE,Taking time off from school,NA,NA,0,Lengthy,2024
712,73.8,Q8978263.9,Education,skipschool_na,Yes,other reasons,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if it was <b>%s<b> was %s %s students (%s).,In the last year theyve taken time off school due to other reasons,other reasons,FALSE,TRUE,skipschool,In the last year have you taken any time off from school for any of the reasons below?,FALSE,Taking time off from school,NA,NA,0,Lengthy,2024
713,74,Q17260998,Education,views_listened_school,Yes,feels that their views are listened to at school,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>'%s'</b> was %s %s students (%s).,Do you feel that your views and opinions are listened to at school?,feels their views are listened to at school,FALSE,FALSE,views_listened_school,Do you feel that your views and opinions are listened to at school?,FALSE,Feeling like their views are listened to at school,NA,NA,0,Simple,2024
714,74,Q17260998,Education,views_listened_school,Sometimes,feels that their views are listened to at school,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they <b>'%s'</b> was %s %s students (%s).,Do you feel that your views and opinions are listened to at school?,feels their views are listened to at school,FALSE,FALSE,views_listened_school,Do you feel that your views and opinions are listened to at school?,FALSE,Feeling like their views are listened to at school,NA,NA,0,Simple,2024
